ID,GenderSelect,Country,Age,CurrentJobTitleSelect,LanguageRecommendationSelect,FormalEducation,Tenure,MLSkillsSelect,MLTechniquesSelect,EmployerSize,WorkChallengeFrequencyExplaining,WorkChallengeFrequencyTalent,WorkChallengeFrequencyClarity,WorkChallengeFrequencyDataAccess,CompensationScore,WorkMLTeamSeatSelect,RemoteWork,JobSatisfaction,Continent,Income,IncomeCurrency
3168,Male,United States of America,50.0,Predictive Modeler,Python,Master's degree,1 to 2 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression","1,000 to 4,999 employees",Most of the time,Most of the time,,Most of the time,8.0,Other,Rarely,5,NA_,126103,dollar
3169,Female,India,30.0,Other,R,Bachelor's degree,6 to 10 years,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Random Forests,Logistic Regression","1,000 to 4,999 employees",Most of the time,Sometimes,Most of the time,,8.0,Central Insights Team,Rarely,3,AS_,102207,euro
3170,Male,United States of America,27.0,Predictive Modeler,R,Master's degree,3 to 5 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Survival Analysis","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",I don't know,Often,Often,Often,,,Other,Sometimes,8,NA_,123753,dollar
3171,Male,United States of America,37.0,Data Scientist,Python,Master's degree,6 to 10 years,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning,Other (please specify; separate by semi-colon)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)","5,000 to 9,999 employees",,Often,,,,IT Department,Never,10,NA_,154662,dollar
3172,Male,United States of America,40.0,Data Scientist,Python,Bachelor's degree,More than 10 years,"Computer Vision,Speech Recognition,Survival Analysis,Unsupervised Learning","Bayesian Techniques,Ensemble Methods,Gradient Boosting,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs","10,000 or more employees",,,,,4.0,IT Department,,9,NA_,93148,dollar
3173,Male,Turkey,50.0,Operations Research Practitioner,Python,Doctoral degree,More than 10 years,Reinforcement learning,,100 to 499 employees,,,,,,,Sometimes,8,AS_,151691,euro
3174,Female,United States of America,29.0,Data Scientist,Python,Master's degree,6 to 10 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - RNNs",100 to 499 employees,Most of the time,Most of the time,Most of the time,Most of the time,5.0,Standalone Team,Sometimes,3,NA_,156519,dollar
3175,Male,Hong Kong,25.0,Business Analyst,Python,Bachelor's degree,1 to 2 years,"Recommendation Engines,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Support Vector Machines (SVMs)",20 to 99 employees,Sometimes,Often,,,8.0,IT Department,Rarely,5,AS_,84843,euro
3176,Male,India,34.0,Software Developer/Software Engineer,R,Master's degree,3 to 5 years,Supervised Machine Learning (Tabular Data),Neural Networks - RNNs,"10,000 or more employees",Often,Often,,Often,8.0,Business Department,Sometimes,7,AS_,109507,euro
3177,Male,Indonesia,37.0,Data Analyst,Python,Master's degree,6 to 10 years,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Random Forests,Neural Networks - RNNs,Support Vector Machines (SVMs)","5,000 to 9,999 employees",,,,,0.0,IT Department,Sometimes,10,AS_,116176,euro
3178,Male,India,27.0,Data Scientist,Python,Master's degree,1 to 2 years,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression",100 to 499 employees,,,,Sometimes,8.0,Standalone Team,Rarely,10,AS_,106520,euro
3179,Female,United States of America,47.0,Scientist/Researcher,Python,Master's degree,3 to 5 years,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),"10,000 or more employees",,,,,3.0,Other,Sometimes,4,NA_,150011,dollar
3180,Male,Taiwan,24.0,Machine Learning Engineer,Python,Master's degree,1 to 2 years,"Reinforcement learning,Supervised Machine Learning (Tabular Data)","Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs),Other (please specify; separate by semi-colon)",,,,,Often,,IT Department,Never,7,AS_,103295,euro
3181,Male,Pakistan,22.0,Data Scientist,Python,Other,1 to 2 years,Supervised Machine Learning (Tabular Data),Neural Networks - CNNs,,,Often,,,0.0,Standalone Team,Rarely,5,AS_,114942,euro
3182,Male,Germany,35.0,Scientist/Researcher,Python,Doctoral degree,6 to 10 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)","1,000 to 4,999 employees",,Sometimes,Sometimes,,,Standalone Team,Sometimes,5,EU_,129527,euro
3183,Male,India,32.0,Software Developer/Software Engineer,Python,Bachelor's degree,More than 10 years,"Computer Vision,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)","10,000 or more employees",,Sometimes,Sometimes,,8.0,IT Department,Never,4,AS_,104779,euro
3184,Male,Other,36.0,Data Analyst,SQL,Bachelor's degree,1 to 2 years,"Recommendation Engines,Unsupervised Learning",Other (please specify; separate by semi-colon),100 to 499 employees,,,Often,,5.0,Business Department,Rarely,9,Other_,79404,euro
3185,Male,United States of America,36.0,Data Scientist,Scala,Master's degree,3 to 5 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)","1,000 to 4,999 employees",,,,,3.0,IT Department,Rarely,3,NA_,160185,dollar
3186,Male,United States of America,25.0,Data Scientist,Python,Bachelor's degree,6 to 10 years,Survival Analysis,"Decision Trees - Random Forests,Markov Logic Networks",10 to 19 employees,,,,,2.0,IT Department,Sometimes,8,NA_,113929,dollar
3187,Male,Other,29.0,Researcher,R,Doctoral degree,6 to 10 years,"Speech Recognition,Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Hidden Markov Models HMMs,Logistic Regression,Support Vector Machines (SVMs)",20 to 99 employees,,,,Sometimes,8.0,Other,Never,4,Other_,97258,euro
3188,Female,Philippines,26.0,Statistician,R,Bachelor's degree,6 to 10 years,"Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs","1,000 to 4,999 employees",Sometimes,Sometimes,Often,,8.0,Standalone Team,Never,8,AS_,97573,euro
3189,Male,Japan,28.0,Software Developer/Software Engineer,Python,Master's degree,3 to 5 years,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Survival Analysis","Ensemble Methods,Hidden Markov Models HMMs,Logistic Regression",,,Often,Most of the time,,8.0,Standalone Team,Sometimes,6,AS_,115144,euro
3190,Male,Poland,25.0,Data Scientist,R,Master's degree,1 to 2 years,"Computer Vision,Supervised Machine Learning (Tabular Data)","Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Neural Networks - CNNs",500 to 999 employees,Sometimes,,,,,Standalone Team,Sometimes,6,EU_,114134,euro
3191,Male,Norway,30.0,Data Scientist,Python,Master's degree,3 to 5 years,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs),Other (please specify; separate by semi-colon)","1,000 to 4,999 employees",Most of the time,Often,Sometimes,Sometimes,0.0,Standalone Team,Rarely,1,EU_,103394,euro
3192,Female,Australia,27.0,Data Scientist,Python,Doctoral degree,1 to 2 years,"Natural Language Processing,Speech Recognition,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",,,,,,1.0,Central Insights Team,Sometimes,3,OC_,87379,euro
3193,Male,Colombia,27.0,Data Miner,R,Master's degree,3 to 5 years,"Outlier detection (e.g. Fraud detection),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Neural Networks - RNNs","10,000 or more employees",,,,,0.0,Business Department,Rarely,6,SA_,87785,euro
3194,Male,United States of America,30.0,Data Scientist,R,Master's degree,1 to 2 years,Supervised Machine Learning (Tabular Data),"Decision Trees - Random Forests,Logistic Regression",20 to 99 employees,,Often,,,2.0,Standalone Team,Sometimes,6,NA_,164553,dollar
3195,Male,Japan,34.0,Software Developer/Software Engineer,Python,Master's degree,1 to 2 years,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Other (please specify; separate by semi-colon)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",500 to 999 employees,,Most of the time,Most of the time,,0.0,Other,Always,5,AS_,137701,euro
3196,Male,United States of America,43.0,Data Analyst,R,Master's degree,3 to 5 years,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)","10,000 or more employees",Sometimes,Most of the time,,,3.0,Other,Rarely,10,NA_,124725,dollar
3197,Male,Canada,63.0,Researcher,R,Doctoral degree,More than 10 years,Other (please specify; separate by semi-colon),"Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs",,Often,,,,,Central Insights Team,Rarely,10,NA_,193274,dollar
3198,Male,Singapore,26.0,Researcher,R,Bachelor's degree,1 to 2 years,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression","1,000 to 4,999 employees",,Most of the time,,Most of the time,2.0,Other,Rarely,1,AS_,110621,euro
3199,Male,Finland,29.0,Statistician,Python,Master's degree,3 to 5 years,,Logistic Regression,"1,000 to 4,999 employees",Sometimes,Often,Most of the time,,1.0,Other,Rarely,1,EU_,98605,euro
3200,Male,United States of America,40.0,Programmer,Python,Other,6 to 10 years,Natural Language Processing,"Bayesian Techniques,Neural Networks - RNNs",,Sometimes,,,,1.0,Standalone Team,Always,1,NA_,75531,dollar
3201,Male,India,29.0,Data Scientist,R,Master's degree,6 to 10 years,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)","5,000 to 9,999 employees",Most of the time,,,Most of the time,8.0,Central Insights Team,Rarely,8,AS_,115660,euro
3202,Female,Other,30.0,Statistician,R,Master's degree,3 to 5 years,Survival Analysis,"Bayesian Techniques,Logistic Regression",I don't know,,,Often,Most of the time,,Other,Sometimes,6,Other_,124717,euro
3203,Male,Pakistan,22.0,Data Scientist,Matlab,Bachelor's degree,3 to 5 years,"Computer Vision,Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning,Other (please specify; separate by semi-colon)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",10 to 19 employees,,Often,,,8.0,Central Insights Team,Sometimes,7,AS_,67236,euro
3204,Male,India,37.0,Data Scientist,Python,Bachelor's degree,1 to 2 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series","Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)","10,000 or more employees",,,Most of the time,Most of the time,8.0,Other,Never,1,AS_,102823,euro
3205,Male,United States of America,44.0,Data Scientist,Python,Doctoral degree,6 to 10 years,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",100 to 499 employees,Most of the time,Most of the time,Sometimes,,,Central Insights Team,Rarely,8,NA_,148921,dollar
3206,Male,United States of America,25.0,Other,Python,Master's degree,3 to 5 years,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Support Vector Machines (SVMs)",500 to 999 employees,Often,Sometimes,Often,,2.0,Central Insights Team,Sometimes,7,NA_,121381,dollar
3207,Male,Ukraine,21.0,Data Scientist,R,Bachelor's degree,1 to 2 years,Natural Language Processing,"Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs),Other (please specify; separate by semi-colon)",20 to 99 employees,,Sometimes,,,8.0,Other,Sometimes,8,EU_,62142,euro
3208,Male,United States of America,37.0,Data Scientist,R,Doctoral degree,More than 10 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Hidden Markov Models HMMs,Logistic Regression,Support Vector Machines (SVMs)","10,000 or more employees",,,Often,,4.0,IT Department,,8,NA_,187797,dollar
3209,Male,Netherlands,46.0,Machine Learning Engineer,Python,Master's degree,More than 10 years,"Adversarial Learning,Outlier detection (e.g. Fraud detection),Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)",,,,,,4.0,Standalone Team,Sometimes,7,EU_,108378,euro
3210,Male,Australia,50.0,Data Scientist,Python,Master's degree,6 to 10 years,"Outlier detection (e.g. Fraud detection),Reinforcement learning,Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - RNNs,Support Vector Machines (SVMs)","1,000 to 4,999 employees",,,,Most of the time,3.0,Central Insights Team,Never,7,OC_,131388,euro
